service_id,date,exception_type
2654-48-1230052026-6MT#PGH6,20260514,2
2654-48-1230052026-6MT#PGH6,20260521,2
2654-49-1545052026-PGH6#6MT,20260507,2
2654-49-1545052026-PGH6#6MT,20260514,2
2654-49-1545052026-PGH6#6MT,20260521,2
2685-2-1140032026-7TM#6MT,20260310,2
2685-2-1140032026-7TM#6MT,20260317,2
2685-2-1140032026-7TM#6MT,20260324,2
2685-3-1400032026-6MT#TOR6,20260310,2
2685-3-1400032026-6MT#TOR6,20260317,2
2685-3-1400032026-6MT#TOR6,20260324,2
2686-1-1320032026-6MT#SYR,20260310,2
2686-1-1320032026-6MT#SYR,20260317,2
2686-1-1320032026-6MT#SYR,20260324,2
2686-4-1900032026-SYR#6MT,20260310,2
2686-4-1900032026-SYR#6MT,20260317,2
2686-4-1900032026-SYR#6MT,20260324,2
2700-12-1835062026-7YYZ#7OT,20260602,2
2700-12-1835062026-7YYZ#7OT,20260609,2
2700-12-1835062026-7YYZ#7OT,20260616,2
2700-12-1835062026-7YYZ#7OT,20260623,2
2700-17-1745022026-7OT#7BG,20260208,2
2700-17-1745022026-7OT#7BG,20260215,2
2700-18-1045022026-7BG#7OT,20260208,2
2700-18-1045022026-7BG#7OT,20260215,2
2700-23-1000062026-7OT#TOR6,20260602,2
2700-23-1000062026-7OT#TOR6,20260609,2
2700-23-1000062026-7OT#TOR6,20260616,2
2700-23-1000062026-7OT#TOR6,20260623,2
2700-24-1700062026-TOR6#7OT,20260602,2
2700-24-1700062026-TOR6#7OT,20260609,2
2700-24-1700062026-TOR6#7OT,20260616,2
2700-24-1700062026-TOR6#7OT,20260623,2
2700-28-2100062026-TOR6#7OT,20260602,2
2700-28-2100062026-TOR6#7OT,20260609,2
2700-28-2100062026-TOR6#7OT,20260616,2
2700-28-2100062026-TOR6#7OT,20260623,2
2700-3-2230022026-7OT#TOR6,20260207,2
2700-8-1600022026-TOR6#7OT,20260207,2
2701-10-2200022026-7TE#DET6,20260218,2
2701-11-1145022026-DET6#7TE,20260218,2
2701-1-1145022026-DET6#7OW,20260203,2
2701-1-1145022026-DET6#7OW,20260204,2
2701-1-1145022026-DET6#7OW,20260210,2
2701-1-1145022026-DET6#7OW,20260211,2
2701-1-1145022026-DET6#7OW,20260224,2
2701-1-1145022026-DET6#7OW,20260225,2
2701-12-1600022026-7OT#7YYZ,20260216,2
2701-13-1900022026-TOR6#7OW,20260217,2
2701-14-1240022026-7OW#TOR6,20260216,2
2701-2-1240022026-7OW#DET6,20260202,2
2701-2-1240022026-7OW#DET6,20260205,2
2701-2-1240022026-7OW#DET6,20260209,2
